Iteration,Genre Results
1,"{'jazz': {'Accuracy (Validation Set)': 0.8, 'Iterations': [{'Accuracy (2:1 ratio)': 0.898989898989899}, {'Accuracy (10:1 ratio)': 0.898989898989899}]}, 'pop': {'Accuracy (Validation Set)': 1.0, 'Iterations': [{'Accuracy (2:1 ratio)': 0.67}, {'Accuracy (10:1 ratio)': 0.46}]}, 'metal': {'Accuracy (Validation Set)': 0.8571428571428571, 'Iterations': [{'Accuracy (2:1 ratio)': 0.85}, {'Accuracy (10:1 ratio)': 0.83}]}, 'hiphop': {'Accuracy (Validation Set)': 0.3333333333333333, 'Iterations': [{'Accuracy (2:1 ratio)': 0.35}, {'Accuracy (10:1 ratio)': 0.23}]}, 'reggae': {'Accuracy (Validation Set)': 0.4, 'Iterations': [{'Accuracy (2:1 ratio)': 0.69}, {'Accuracy (10:1 ratio)': 0.69}]}, 'classical': {'Accuracy (Validation Set)': 1.0, 'Iterations': [{'Accuracy (2:1 ratio)': 0.97}, {'Accuracy (10:1 ratio)': 0.99}]}, 'blues': {'Accuracy (Validation Set)': 0.6666666666666666, 'Iterations': [{'Accuracy (2:1 ratio)': 0.55}, {'Accuracy (10:1 ratio)': 0.44}]}, 'rock': {'Accuracy (Validation Set)': 0.0, 'Iterations': [{'Accuracy (2:1 ratio)': 0.6}, {'Accuracy (10:1 ratio)': 0.62}]}, 'country': {'Accuracy (Validation Set)': 0.6, 'Iterations': [{'Accuracy (2:1 ratio)': 0.62}, {'Accuracy (10:1 ratio)': 0.58}]}, 'disco': {'Accuracy (Validation Set)': 0.8333333333333334, 'Iterations': [{'Accuracy (2:1 ratio)': 0.65}, {'Accuracy (10:1 ratio)': 0.59}]}}"
